"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","y"
1,-0.286851564932277,0.444345820403328,-0.538063804823199,0.792802744030854,0.392558054099572,-0.421037892833126,0.592333242414477,0.227794778638153,-1.25529521065591,-1.21955125676259,1
1,1.84110689326317,0.0119293803061142,0.496594634232565,-1.13737140468891,0.458246730871323,-1.27147513206087,-0.133891797698746,1.94452790652885,-1.42812189485539,-1.20146017653965,1
1,-0.156764309737282,-0.00928004502668632,-1.44196613098106,-0.20150881864815,-1.21964539926707,0.839310919849361,0.886678371961322,-2.04149123008795,1.00294845971438,-0.496042548897811,1
1,-1.38980263513465,-0.302377553850638,-1.1126023245765,-1.02236492208893,-1.12209834506608,0.540012921334121,-0.289947839875868,0.174774180593665,0.027545854485743,0.0669311168349173,1
1,-1.47310398939244,0.49235502170337,-1.01454913690639,-0.823798844204791,0.993330305980219,1.86793872711048,0.56694314630029,0.149012518879793,-0.665548940269893,-0.0569491363026359,0
1,-0.0695189337377075,-0.602719617525539,0.567363685190918,0.241462067229784,-1.83324700549054,0.444518039643111,-0.723821773326731,1.57255166778271,-0.975996887399579,0.255580167242037,1
1,0.239241429733866,-0.682276519659515,-0.214051152118268,0.0976711728217497,0.123885129836528,0.331652365293019,1.83665223969016,-0.431390566271635,-0.259860021535534,0.397590951169003,1
1,0.250419910578148,0.28673723736657,-0.458806910211506,-1.30394713705825,0.590554495150104,-1.91249990545603,0.727672827834966,-1.00807869362679,-0.295302419466205,0.654840093557707,1
1,-0.264423949824876,0.165586356289684,1.92815520100038,-0.289209540118125,0.804763315597973,1.35999352218722,0.513187796612369,-0.0517375309051595,1.22728333775343,-0.615050071628615,1
1,-1.97539995549019,-0.842053935477766,1.35906060217676,0.590881899571605,0.0075384130302666,0.732699211685067,0.265266372071492,-0.74010311038347,-0.624456303131375,0.00674607867428031,1
1,-0.449876006420393,-0.822113718773902,0.443659254523683,0.945661940142226,-1.81625278452881,1.38103446661993,-0.60092472724229,-0.89478667061699,-0.593536961051716,-1.35148338858818,1
1,0.926465655369483,-1.42935082440369,-1.25529071200118,-1.27710200965015,-0.404867982048944,0.141175886006485,-0.429447296689448,0.549395051396661,0.440624475525625,2.29383177846653,1
1,-2.31997111064677,0.134741719339557,0.0176691772222151,-0.195425641085156,0.73714995632235,1.22502300045881,-0.0738554765746416,-0.166025771617107,0.373720299405591,-0.240718940587091,0
1,0.613933549953053,0.629984087529208,-2.39863109544149,0.202138569551911,0.485845569024104,1.44355440702546,0.361618380782108,0.679629434361509,0.380365628246973,0.955598912172291,0
1,-1.4731401315293,1.12053537660022,-0.054226966398695,0.343592558872903,0.829313101438993,1.25813250512668,0.610727469183495,0.0930283138335872,0.323813968298352,0.668960833813144,0
1,-0.219049185027993,0.922258127315033,1.3634237788256,1.19258159472045,-0.170121821214707,0.917080521044256,-1.01675231870822,-1.0814325278501,-0.681292559260924,0.725985753560602,1
1,-1.4034162929597,2.10852833095362,-0.312195443077015,-1.64079069350217,1.38592146638102,1.19327816049429,-1.82605832141876,0.358373973408736,2.09635403494935,-1.01615828519953,0
1,0.820628407950236,0.796393670214284,-0.460385698844632,1.15869230234822,0.888019021502993,-0.469677580889871,0.784874246808739,-0.159803296600025,-1.63347433429578,-1.97386233206462,1
1,-0.592726276211563,-2.67386789996829,0.392489598443217,-1.29117393368221,0.181933280972368,-0.806104159212284,1.61055078201131,0.109789832557533,-0.976139345396912,-1.44519259217285,1
1,0.421968792607083,-0.228189977489451,1.7576280129846,2.09114256268493,-0.584381980472915,-0.941438913548202,1.44226555323268,0.815762529719809,0.946671400733665,0.400545594871993,1
1,-0.800152108673982,0.0528228618797659,-0.681475565452047,-1.75385633293508,1.74357752086584,0.143248865657709,1.14042274027153,-0.0333837204673255,0.0603554507770563,0.950350416470909,1
1,-1.1832011436885,0.16582140648775,-0.205188932891279,0.0288283377918966,-1.39255459410466,-1.43173966759496,1.25751043681276,-0.223712468438556,0.251838310502957,-1.47460473092836,1
1,-1.50955729003991,-0.164382973584531,0.166402618079248,-0.321692402221242,1.23155615243897,-0.813822835643416,-0.216706526649295,0.135360197795669,-0.108781527945932,-0.394849115594677,1
1,-1.15594310888623,2.22205808796282,0.554975667359277,1.20191530833925,0.578386991967877,-0.100086182418831,-0.191815358672997,-1.17670671872149,-0.288233462114209,0.620601636319019,1
1,-0.354855101122474,0.780272529235955,0.396505366961507,-0.288432861031126,0.138776103162412,0.0807526905308775,-1.77738657739282,0.301748942491986,-0.829156258269412,0.806497045676612,1
1,1.38545118583888,0.904523886207145,-0.388207265134202,-0.669100193066481,1.09772537293641,-0.079281162142836,1.42397146587222,-0.00732266023302971,0.539974763754165,-0.105204922144461,1
1,0.569659858652837,-1.29299966277006,-0.113990025667125,0.376959317659547,-0.573111836923514,-0.689576773394535,-0.441096235524697,1.37760516383823,-0.0452362291290372,0.28047019459029,1
1,-0.638495082764192,-2.0780294799019,0.153653720759384,1.18625548035832,0.718893033369647,-1.09431537610945,-0.226381774941334,-0.85857722355594,0.592729025414189,1.33004880710795,1
1,0.239804446396812,0.762792048129229,1.36190511894903,-0.380943412704812,-0.964204029950785,1.10459366254108,0.176287043650589,-0.867562338974791,-1.31278153918619,0.731341065389692,1
1,-1.00077442315145,-1.76866211260158,1.03047354761408,-0.972959474399733,-2.524785564356,-1.16741779897581,1.51045271187413,-0.802037738627256,-0.844273004757167,0.739110564660459,1
1,-0.615286633898218,-2.09252787099466,-0.81603738594711,-0.582745601765949,-1.20476119022106,0.454162268518978,-1.40540210522925,-0.150177531206491,-0.367267364461082,-0.310764099489458,1
1,0.157730186818351,1.04093703942669,-0.1051419798939,0.395533197816204,-0.459550531830266,0.471517709644662,0.00902643183674626,-0.941392820463303,1.25124640430573,-0.82769341418301,1
1,2.68406080407568,0.725874332895662,-1.75745424429212,0.39799715368073,2.19095488062347,-0.0927573725387305,-0.549698800277343,0.228694911050007,-0.262702765635599,-0.768108847618169,0
1,0.229467460211587,-0.873292284626634,0.202551854122477,-0.417854778128061,-0.700582158654591,-0.468451792283462,-0.653146027445013,0.698556047454786,-0.0945564809548392,-0.346077845211511,1
1,0.100254666741612,-0.681909591864091,0.707471686184675,0.148211177580423,-1.02263562582369,0.555775470663127,-1.65685856799205,0.433807181235804,1.24243903455362,0.230186825487621,1
1,-2.30251251669775,-0.816400701645094,0.451493407915349,0.015266256842638,-0.653639188592108,0.0457673674933115,0.287230367974709,1.7012323369045,1.34767427481077,-0.909285762596453,1
1,1.17589486284909,1.75333364724474,0.470213405371279,1.33482880600625,-1.88416031385463,-0.610206978398733,0.151596350779844,-1.26693265839295,0.20859335629869,-0.843514221366338,1
1,1.24836963956904,-1.49254819992445,0.521264730974447,1.72901988151994,0.199777797127646,-0.0729422738252872,0.228276946719212,1.12772427288005,-0.309017013590069,-0.720152104074742,1
1,-1.62324591790809,-0.138713240940177,0.984016386528295,-0.168986333254853,0.52868170197338,-0.618602649639728,0.599711262164435,0.246378929429223,-0.606421785366758,-0.462759756869061,1
1,-0.00265614593013242,0.592539750802518,0.592798965743664,0.113471089364678,0.00622375101665228,-0.313493295176159,0.233804482647117,-1.37200449481022,-2.7298876718082,-1.20493486739596,1
1,-0.837264284752776,-0.0335612600568759,-1.36473193509548,0.0896600801141924,-0.185505332667875,1.17836117862751,1.89693293356671,-0.673070043887218,0.305815636536838,-0.680895764654078,1
1,0.118853244704201,-0.207406680182682,-0.639726413706311,-0.593238342021065,0.368200703118793,-0.149590050924212,-0.752003055937961,1.02032115645288,0.79192003910341,0.414348868176776,0
1,-0.501007298323028,-0.190824363871771,-0.05915012663307,-0.643292284283536,1.02303093783135,-0.889439485040644,-0.242784223837974,-0.860068099245653,-0.947954680364322,-1.27647638872124,1
1,1.0253447255277,2.05695470056561,1.13071023833359,-0.809781949546109,1.08081659579102,0.318011798819275,-0.829623716489902,1.05221498975549,1.61595638935637,-1.20809344812495,0
1,0.217808213149758,-0.65117338130809,-0.302173898399113,0.462688865231845,1.44963015202747,0.711923435321046,-0.615941117844918,0.851440955303414,-0.259861958209292,-0.0566157649741948,1
1,0.0855786555003332,-0.697760492658355,0.0715893037683568,-2.33491266187262,-0.305957773505548,0.435315545179869,0.827196527274562,-0.350562569905532,-0.0263937031289612,0.502913536364714,1
1,0.387769028629511,1.04605772607232,0.161566496997918,1.01564921373193,-1.28119051981744,-0.461459437488866,-0.619531282956483,-0.704509595550845,0.454754744882617,-0.64250599515841,1
1,-1.81765662895047,-0.0499206747714821,-0.706454336431434,-0.0252057603274968,-0.794089997209148,-0.434105891241051,0.120644319859504,0.518878748811908,0.644339106040629,0.598720587152257,1
1,-1.17455015278998,1.74690877367967,0.834410910505982,0.504552747748699,-1.89916451230126,-0.403806648148276,-0.0775404726301203,-0.293865410931247,-1.37244743492227,-1.24808719718628,1
